municipio,nome,numero,situacao,estado
VITÓRIA DO XINGU,MURILO FERREIRA DE SOUSA,44,Não eleito,pa
VITÓRIA DO XINGU,SEBASTIÃO NASCIMENTO DE FREITAS,50,Não eleito,pa
VITÓRIA DO XINGU,SEBASTIAO PRETINHO FERREIRA DA SILVA,22,Não eleito,pa
VITÓRIA DO XINGU,MÁRCIO VIANA ROCHA,15,Eleito,pa
XINGUARA,ENRIC JUVENAL DA COSTA LAURIANO,22,Não eleito,pa
XINGUARA,OSVALDO DE OLIVEIRA ASSUNÇÃO JUNIOR,15,Eleito,pa
XINGUARA,MOACIR PIRES DE FARIAS,44,Não eleito,pa
ÁGUA AZUL DO NORTE,JOSÉ FILHO COSTA PALMEIRA,70,Não eleito,pa
ÁGUA AZUL DO NORTE,RENAN LOPES SOUTO,20,Não eleito,pa
ÁGUA AZUL DO NORTE,ISVANDIRES MARTINS RIBEIRO,44,Eleito,pa
ÓBIDOS,JAIME BARBOSA DA SILVA,15,Não eleito,pa
ÓBIDOS,FRANCISCO JOSÉ ALFAIA DE BARROS,40,Não eleito,pa
ABREU E LIMA,MARCOS ANTONIO PEIXOTO DE SIQUEIRA FILHO,45,Não eleito,pe
ABREU E LIMA,FLAVIO VIEIRA GADELHA DE ALBUQUERQUE,40,Eleito,pe
ABREU E LIMA,JAILTON LIMA DA ASSUNÇÃO,33,Não eleito,pe
ABREU E LIMA,MANOEL ELIZEU DE SOUZA JUNIOR,18,Não eleito,pe
AFOGADOS DA INGAZEIRA,ALESANDRO PALMEIRA DE VASCONCELOS LEITE,40,Eleito,pe
AFOGADOS DA INGAZEIRA,DANILO HENRIQUE SIMÕES INÁCIO,55,Não eleito,pe
AFRÂNIO,KLENIO LELIO PEREIRA RAMOS,20,Não eleito,pe
AFRÂNIO,JOSÉ NILTON COELHO ALVES,40,Não eleito,pe
AFRÂNIO,CLOVES RAMOS DE MACEDO,15,Eleito,pe
AGRESTINA,JOSUÉ MENDES DA SILVA,40,Eleito,pe
AGRESTINA,THIAGO LUCENA NUNES,45,Não eleito,pe
ALAGOINHA,SIMAO CIRINEU DA COSTA NETO,45,Eleito,pe
ALAGOINHA,MAURILIO DE ALMEIDA SILVA,20,Não eleito,pe
ALAGOINHA,FRANCISCO LUMBA DE OLIVEIRA NETO,12,Não eleito,pe
ALIANÇA,KARINA ALVES DE LIMA,20,Não eleito,pe
ALIANÇA,EDILSON MONTEIRO PEREIRA,50,Não eleito,pe
ALIANÇA,PEDRO ERMIRIO DE ALMEIDA FREITAS FILHO,11,Eleito,pe
ALIANÇA,MACIEL SARAIVA DE SOUZA,15,Não eleito,pe
ALTINHO,ALLYSON JOSÉ DE OLIVEIRA,70,Não eleito,pe
ALTINHO,MARIVALDO PENA,40,Eleito,pe
ALTINHO,ISRAEL ALVES DA SILVA II,45,Não eleito,pe
AMARAJI,ALINE DE ANDRADE GOUVEIA,40,Não eleito,pe
AMARAJI,ELNATAM GEORGE BARROS DE LIMA,36,Não eleito,pe
AMARAJI,FLÁUCIO DE ARAÚJO GUIMARÃES,70,Eleito,pe
ANGELIM,CARLOS HENRIQUE FIGUEIREDO LOPES LIMA,40,Eleito,pe
ANGELIM,MARCO ANTÔNIO LEAL CALADO FILHO,10,Não eleito,pe
ARARIPINA,EVILÁSIO MATEUS DA SILVA CARDOSO,12,Eleito,pe
ARARIPINA,CAMILA MODESTO ALBUQUERQUE LIMA SILVA GONÇALVES,20,Não eleito,pe
ARARIPINA,AIRTON RODRIGUES DE ALENCAR,50,Não eleito,pe
ARAÇOIABA,JOAMY ALVES DE OLIVEIRA,12,Não eleito,pe
ARAÇOIABA,CARLOS JOGLI ALBUQUERQUE TAVARES UCHÔA,55,Eleito,pe
ARCOVERDE,JOÃO ALMEIDA PARRA,27,Não eleito,pe
ARCOVERDE,JOSÉ CAVALCANTI ALVES JÚNIOR,20,Eleito,pe
ARCOVERDE,MARIA MADALENA SANTOS DE BRITTO,40,Não eleito,pe
BARRA DE GUABIRABA,JOSE EDIVALDO BERNARDINO DE AMORIM,11,Não eleito,pe
BARRA DE GUABIRABA,DIOGO CARLOS DE LIMA SILVA,45,Eleito,pe
BARREIROS,PEDRO IVO DA SILVA WANDERLEY,77,Não eleito,pe
BARREIROS,CARLOS ARTUR SOARES DE AVELLAR JUNIOR,11,Eleito,pe
BARREIROS,ANA PAULA SILVA VERISSIMO,20,Não eleito,pe
BARREIROS,EURICO DE LIMA CÉZAR JÚNIOR,50,Não eleito,pe
BARREIROS,JOSE CLAUDIO DA SILVA,12,Não eleito,pe
BELO JARDIM,LOURIVAL JULIÃO DE LIMA JUNIOR,22,Não eleito,pe
BELO JARDIM,GILVANDRO ESTRELA DE OLIVEIRA,44,Eleito,pe
BELO JARDIM,MANOEL MARTINIANO ALBUQUERQUE DA SILVEIRA,10,Não eleito,pe
BELÉM DE MARIA,ALEXANDRE MANOEL ALVES FILHO,11,Não eleito,pe
BELÉM DE MARIA,ROBERTO PAULO DO NASCIMENTO SILVA,45,Eleito,pe
BELÉM DO SÃO FRANCISCO,CALBY DE CARVALHO CRUZ,10,Eleito,pe
BELÉM DO SÃO FRANCISCO,GUSTAVO HENRIQUE GRANJA CARIBÉ,15,Não eleito,pe
BETÂNIA,ERIVALDO SEVERINO BEZERRA,40,Eleito,pe
BETÂNIA,ALINE ARAUJO DA SILVA SA,10,Não eleito,pe
BETÂNIA,ERONILDO JOSÉ DE LIMA,13,Não eleito,pe
BEZERROS,EROTIDES BONIFACIO DE LIMA NETO,40,Não eleito,pe
BEZERROS,JOSÉ ERINALDO DA SILVA,11,Não eleito,pe
BEZERROS,MARIA LUCIELLE SILVA LAURENTINO,44,Eleito,pe
BODOCÓ,TULIO ALVES ALCANTARA,25,Não eleito,pe
BODOCÓ,OTÁVIO AUGUSTO TAVARES PEDROSA CAVALCANTE,15,Eleito,pe
BOM CONSELHO,ALEXANDRE WANDERLEY DE CARVALHO,12,Não eleito,pe
BOM CONSELHO,DANNIEL CAVALCANTE VIEIRA,11,Não eleito,pe
BOM CONSELHO,JOSÉ RENATO DE MIRANDA FERREIRA,36,Não eleito,pe
BOM CONSELHO,EDEZIO FERREIRA DOS SANTOS FILHO,43,Eleito,pe
BOM JARDIM,ERIVÂNIA MARIA RIBEIRO,11,Não eleito,pe
BOM JARDIM,JOAO FRANCISCO DA SILVA NETO,44,Eleito,pe
BONITO,RUY BARBOSA,40,Eleito,pe
BONITO,ADEMIR JOSÉ ALVES JÚNIOR,15,Não eleito,pe
BONITO,EDSON MONTEIRO,55,Não eleito,pe
BREJINHO,GILSOMAR BENTO DA COSTA,10,Eleito,pe
BREJINHO,TULIO FELIPE CARVALHO SILVA,40,Não eleito,pe
BREJO DA MADRE DE DEUS,LUCIANA TORRES ARAUJO,33,Não eleito,pe
BREJO DA MADRE DE DEUS,JOÃO AMORIM DE FARIAS,77,Não eleito,pe
BREJO DA MADRE DE DEUS,ROBERTO ABRAHAM ABRAHAMIAN ASFORA,11,Eleito,pe
BREJO DA MADRE DE DEUS,JOSEVALDO LOPES DE AGUIAR,10,Não eleito,pe
BREJO DA MADRE DE DEUS,ERIVALDO JOSÉ DA SILVA,20,Não eleito,pe
BREJÃO,SAULO HENRIQUE FLORENTINO DE BARROS,11,Eleito,pe
BREJÃO,JANIO CLAUDIO BATISTA DE MORAES,44,Não eleito,pe
BREJÃO,MARIA EUNICE CADENGUE DE SANTANA,40,Não eleito,pe
BUENOS AIRES,HENRIQUE JOSE QUEIROZ COSTA,11,Eleito,pe
BUENOS AIRES,FLÁVIO JOSE BARBOSA DE MELO,20,Não eleito,pe
BUÍQUE,TÚLIO HENRIQUE ARAÚJO CAVALCANTI,15,Eleito,pe
BUÍQUE,JOOBSON CAMELO DOS SANTOS,10,Não eleito,pe
CABO DE SANTO AGOSTINHO,ANTONIO GABRIEL HONORATO RESENDE,12,Não eleito,pe
CABO DE SANTO AGOSTINHO,LUCIANO FLAVIO DE OLIVEIRA,25,Não eleito,pe
CABO DE SANTO AGOSTINHO,LUIZ CABRAL DE OLIVEIRA FILHO,77,Não eleito,pe
CABO DE SANTO AGOSTINHO,CLAYTON DA SILVA MARQUES,11,Não eleito,pe
CABO DE SANTO AGOSTINHO,JOSÉ CRISTIANO TEODÓSIO ROMÃO,21,Não eleito,pe
CABROBÓ,MÚCIO FREIRE DE CARVALHO,50,Não eleito,pe
CABROBÓ,LUCAS CAVALCANTE NOVAES NETO,44,Não eleito,pe
CABROBÓ,ELIOENAI DIAS SANTOS FILHO,70,Eleito,pe
CACHOEIRINHA,ANDRÉ PEDRO VALENÇA DE MELO RAIMUNDO,45,Eleito,pe
CACHOEIRINHA,LEONARDO JOSÉ DE ALMEIDA COSTA,10,Não eleito,pe
CAETÉS,GUILHERME FERNANDO DE MELO BEZERRA,12,Não eleito,pe
CAETÉS,NIVALDO DA SILVA MARTINS,10,Eleito,pe
CALUMBI,ERIVALDO JOSE DA SILVA,70,Eleito,pe
CALUMBI,CÍCERO SIMÕES DE LIMA,13,Não eleito,pe
CALÇADO,LUIS CAETANO DO NASCIMENTO JUNIOR,70,Não eleito,pe
CALÇADO,JOSÉ ELIAS MACENA DE LIMA FILHO,11,Eleito,pe
CAMARAGIBE,JORGE ALEXANDRE SOARES DA SILVA,20,Não eleito,pe
CAMARAGIBE,DIEGO DA ROCHA CABRAL,10,Eleito,pe
CAMARAGIBE,JOÃO BOSCO GONCALVES DA SILVA,11,Não eleito,pe
CAMARAGIBE,LUIZ GOMES DA ROCHA NETO,27,Não eleito,pe
CAMARAGIBE,CARLOS FELIPE FELIX DANTAS,22,Não eleito,pe
CAMOCIM DE SÃO FÉLIX,SOSTENES RUBANO NEVES PONTES,55,Eleito,pe
CAMOCIM DE SÃO FÉLIX,MAILDE MOURA DE FRANÇA,10,Não eleito,pe
CAMUTANGA,TALITA CARDOZO FONSECA,43,Eleito,pe
CAMUTANGA,GILMAR PEREIRA DE MELO,45,Não eleito,pe
CANHOTINHO,MARCILIO  JOSE ALBUQUERQUE PEREIRA,11,Não eleito,pe
CANHOTINHO,SANDRA REJANE LOPES DE BARROS,10,Eleito,pe
CAPOEIRAS,NATÁLIA MARIA COSTA DA SILVA,13,Não eleito,pe
CAPOEIRAS,JOAQUIM COSTA TEIXEIRA,40,Eleito,pe
CARNAUBEIRA DA PENHA,ELIZIO SOARES FILHO,45,Eleito,pe
CARNAUBEIRA DA PENHA,MANOEL JOSE DA SILVA,40,Não eleito,pe
CARNAÍBA,WAMBERG ANTONIO GOMES AMARAL,40,Eleito,pe
CARNAÍBA,JOSEILMA QUIDUTE SOBREIRA,10,Não eleito,pe
CARPINA,MARIA EDUARDA BAIMA TEIXEIRA GOUVEIA,20,Eleito,pe
CARPINA,CLODOALDO BRAZ DA SILVA LIMA,77,Não eleito,pe
CARPINA,JOAQUIM PINTO LAPA FILHO,40,Não eleito,pe
CARPINA,ALBERTO BRUNO FERREIRA RIBEIRO,22,Não eleito,pe
CARPINA,SANDRA MARIA RAMOS FLORENTINO FRANÇA,80,Não eleito,pe
CARUARU,RODRIGO ANSELMO PINHEIRO DOS SANTOS,45,Eleito,pe
CARUARU,MICHELLE CARINE DOS SANTOS SIQUEIRA,50,Não eleito,pe
CARUARU,FERNANDO RODOLFO TENORIO DE VASCONCELOS,22,Não eleito,pe
CARUARU,ARMANDO DANTAS DE BARROS FILHO,77,Não eleito,pe
CARUARU,JOSÉ QUEIROZ DE LIMA,12,Não eleito,pe
CARUARU,MARIA DA CONCEIÇÃO SANTOS VIEIRA,80,Não eleito,pe
CASINHAS,BRUNO BARBOSA CAMÊLO,70,Não eleito,pe
CASINHAS,JULIANA BARBOSA DA SILVA AGUIAR,44,Eleito,pe
CATENDE,JOSÉ ADIELSON HENRIQUE DA SILVA,33,Não eleito,pe
CATENDE,MARCELO SOARES DE ARAUJO PINHEIRO,36,Não eleito,pe
CATENDE,GRACINA MARIA RAMOS BRAZ DA SILVA,45,Eleito,pe
CATENDE,ELENILTON MANUEL CUNHA DA SILVA,77,Não eleito,pe
CATENDE,CAIO MÁRCIO DE ALMEIDA SOUZA,70,Não eleito,pe
CEDRO,MARLY QUENTAL DA CRUZ LEITE,15,Não eleito,pe
CEDRO,MARIA RIVA BEZERRA RODRIGUES,55,Eleito,pe
CHÃ DE ALEGRIA,MARCOS GOMES DO AMARAL,10,Eleito,pe
CHÃ DE ALEGRIA,MARIA INALDA HONÓRIO DA SILVA,15,Não eleito,pe
CHÃ GRANDE,SANDRO CORREA DOS SANTOS,70,Eleito,pe
CHÃ GRANDE,JORGE LUIS DA SILVA,40,Não eleito,pe
CONDADO,SEVERINO ALBINO DA SILVA FILHO,11,Eleito,pe
CONDADO,ANTONIO CARLOS ALVES DA SILVA,50,Não eleito,pe
CONDADO,JOSE EDBERTO TAVARES DE QUENTAL,10,Não eleito,pe
CORRENTES,EDIMILSON DA BAHIA DE LIMA GOMES,13,Eleito,pe
CORRENTES,ANTONIO ROMAO LEAO DE DEUS,45,Não eleito,pe
CORTÊS,ERON JOSE DA SILVA,77,Não eleito,pe
CORTÊS,JOSÉ GENIVALDO DOS SANTOS,40,Não eleito,pe
CORTÊS,MARIA DE FATIMA CYSNEIROS SAMPAIO BORBA,45,Eleito,pe
CUMARU,MARIA ZENEIDE MEDEIROS DA COSTA,40,Eleito,pe
CUMARU,NADJANE MARIA PEIXOTO,11,Não eleito,pe
CUPIRA,RAMON DE MELO,40,Não eleito,pe
CUPIRA,EDUARDO DA FONSECA LIRA,44,Eleito,pe
CUPIRA,JOSENILDO BENAS DA SILVA,77,Não eleito,pe
CUSTÓDIA,MANOEL MESSIAS DE SOUZA,55,Eleito,pe
CUSTÓDIA,LUCIARA FRAZÃO DE LIMA,40,Não eleito,pe
DORMENTES,MARIA DO SOCORRO COELHO DE SOUSA,40,Eleito,pe
ESCADA,MARIA JOSÉ FIDELIS MOURA GOUVEIA,22,Eleito,pe
ESCADA,JADSON CAETANO DA SILVA,45,Não eleito,pe
EXU,JOSÉ PINTO SARAIVA JÚNIOR,45,Eleito,pe
EXU,FRANCISCO GENÁRIO DE AQUINO MIRANDA,40,Não eleito,pe
FEIRA NOVA,JOEL CANDIDO GONZAGA,55,Eleito,pe
FEIRA NOVA,BRUNO CHAVES TRAVASSOS DE SANTANA,45,Não eleito,pe
FERREIROS,JOSE ROBERTO DE OLIVEIRA,40,Eleito,pe
FERREIROS,GILCELIO OLIVEIRA PONTES,10,Não eleito,pe
FERREIROS,BRUNO JAPHET DA MATTA ALBUQUERQUE FILHO,15,Não eleito,pe
FLORES,CICERO GILBERTO CAVALCANTI RIBEIRO,40,Eleito,pe
FLORES,ADEILTON CARNEIRO PATRIOTA,77,Não eleito,pe
FLORES,NELSON TADEU DANIEL,36,Não eleito,pe
FLORESTA,SEVERINO FERRAZ DINIZ CARVALHO,20,Não eleito,pe
FLORESTA,ROSANGELA DE MOURA MANIÇOBA NOVAES FERRAZ,11,Eleito,pe
FREI MIGUELINHO,JOSÉ LINDONALDO DE FRANÇA,40,Eleito,pe
FREI MIGUELINHO,LUIZA KARLA DE ARRUDA SILVA,20,Não eleito,pe
FREI MIGUELINHO,JOSÉ ANICETO DE LIMA,15,Não eleito,pe
GAMELEIRA,JOSÉ SEVERINO RAMOS DE SOUZA,40,Não eleito,pe
GAMELEIRA,JOSE EDSON DA SILVA,70,Não eleito,pe
GAMELEIRA,JAYLSON LOURENÇO DE OLIVEIRA,11,Não eleito,pe
GAMELEIRA,LEANDRO RIBEIRO GOMES DE LIMA,55,Eleito,pe
GARANHUNS,GERSON JOSE DE CARVALHO SOUZA FILHO,22,Não eleito,pe
GARANHUNS,SIVALDO RODRIGUES ALBINO,40,Eleito,pe
GARANHUNS,IZAÍAS RÉGIS NETO,45,Não eleito,pe
GLÓRIA DO GOITÁ,RODRIGO MARTINS DE OLIVEIRA,40,Não eleito,pe
GLÓRIA DO GOITÁ,JAIME DE LIMA GOMES SOBRINHO,20,Eleito,pe
GOIANA,EDUARDO HONÓRIO CARNEIRO,44,Não eleito,pe
GOIANA,HENRIQUE FENELON DE BARROS NETO,10,Não eleito,pe
GOIANA,WALTER FERNANDO BATISTA DA SILVA,22,Não eleito,pe
GOIANA,JOSÉ FERNANDO VELOSO MONTEIRO,36,Não eleito,pe
GOIANA,FLAVIO MONTEIRO BORBA,12,Não eleito,pe
GRANITO,GEORGE WASHINGTON PEREIRA ALENCAR,13,Eleito,pe
GRANITO,FRANCIVALDO DE ASSIS ALVES,15,Não eleito,pe
GRAVATÁ,LUCYNEIDE RIBEIRO DE SOUZA,50,Não eleito,pe
GRAVATÁ,JOSE RODOLFO DA SILVA,30,Não eleito,pe
GRAVATÁ,JOSELITO GOMES DA SILVA,70,Eleito,pe
GRAVATÁ,BRUNO VILAR SALES,10,Não eleito,pe
GRAVATÁ,JOAQUIM NETO DE ANDRADE SILVA,45,Não eleito,pe
IATI,CAMILA APARECIDA TENORIO SOUTO DE SOUZA,40,Eleito,pe
IATI,FABRICIO FERNANDES CAVALCANTE,12,Não eleito,pe
IATI,MARIA AUGUSTA SOUZA FALCÃO,70,Não eleito,pe
IBIMIRIM,JOSÉ WELLITON DE MELO SIQUEIRA,45,Eleito,pe
IBIMIRIM,CHARLES DE FREITAS BEZERRA,44,Não eleito,pe
IBIRAJUBA,JOSÉ CELSO ONOFRE DE AMORIM,10,Não eleito,pe
IBIRAJUBA,MARIA IZALTA SILVA LOPES GAMA,45,Eleito,pe
IGARASSU,ELCIONE DA SILVA RAMOS PEDROZA BARBOSA,45,Eleito,pe
IGARASSU,MIGUEL RICARDO ALVES SANTOS DE LIMA,10,Não eleito,pe
IGUARACY,PEDRO ALVES DE OLIVEIRA NETO,45,Eleito,pe
IGUARACY,ALBÉRICO MESSIAS DA ROCHA,40,Não eleito,pe
ILHA DE ITAMARACÁ,JOSE DE MELO FILHO,18,Não eleito,pe
ILHA DE ITAMARACÁ,PAULO BATISTA ANDRADE,10,Não eleito,pe
ILHA DE ITAMARACÁ,MARCOS AUGUSTO CORDEIRO DOS SANTOS,22,Não eleito,pe
ILHA DE ITAMARACÁ,PAULO FERNANDO PIMENTEL GALVÃO,45,Eleito,pe
ILHA DE ITAMARACÁ,GEORGE AUGUSTO MARTINS CARNEIRO DE ALBUQUERQUE,55,Não eleito,pe
INAJÁ,MANOEL GALDINO CAVALCANTE,11,Não eleito,pe
INAJÁ,MARCELO MACHADO FREIRE,10,Eleito,pe
INAJÁ,MANOEL ALVES NETO,13,Não eleito,pe
INGAZEIRA,LUCIANO TORRES MARTINS,40,Eleito,pe
INGAZEIRA,ALCINEIDE DE OLIVEIRA FERREIRA,45,Não eleito,pe
IPOJUCA,ADILMA BARBOSA LACERDA DOS SANTOS,11,Não eleito,pe
IPOJUCA,PAULO HENRIQUE GONCALVES BEZERRA,70,Não eleito,pe
IPOJUCA,CARLOS JOSÉ DE SANTANA,10,Eleito,pe
IPUBI,JOÃO MARCOS SIQUEIRA TORRES,55,Eleito,pe
IPUBI,WILSON FILHO MIRANDA LUCENA,20,Não eleito,pe
ITACURUBA,OLEGARIO JUNIOR CANTARELLI,40,Eleito,pe
ITACURUBA,HERCOLES DE MOURA MANIÇOBA,11,Não eleito,pe
ITAMBÉ,FREDERICO CARRAZZONI GÓES,15,Não eleito,pe
ITAMBÉ,MANUELLA DE LIMA MATTOS,12,Não eleito,pe
ITAMBÉ,ARMANDO PIMENTEL DA ROCHA,43,Eleito,pe
ITAPETIM,ALINE KARINA ALVES DA COSTA,40,Eleito,pe
ITAPETIM,ÂNDERSON ANDRÉ DE ALMEIDA LOPES,45,Não eleito,pe
ITAPISSUMA,VALDEMIR LOURENÇO DOS SANTOS JÚNIOR,55,Eleito,pe
ITAPISSUMA,CLAUDIO LUCIANO DA SILVA XAVIER,40,Não eleito,pe
ITAQUITINGA,ISAQUE FARIAS DA SILVA,20,Não eleito,pe
ITAQUITINGA,JESAIAS PACHECO DA SILVA,70,Não eleito,pe
ITAQUITINGA,PATRICK JOSE DE OLIVEIRA MORAES,55,Eleito,pe
ITAÍBA,JOSIVALDO JOSÉ BRANDÃO,13,Não eleito,pe
ITAÍBA,ROGERIA MARIA MARTINS,11,Não eleito,pe
ITAÍBA,PEDRO TEOTÔNIO DA SILVA NETO,10,Eleito,pe
JABOATÃO DOS GUARARAPES,LUIZ JOSÉ INOJOSA DE MEDEIROS,22,Eleito,pe
JABOATÃO DOS GUARARAPES,DANIEL ALVES BEZERRA,70,Não eleito,pe
JABOATÃO DOS GUARARAPES,ERICA CLARISSA BORBA CORDEIRO DE MOURA,11,Não eleito,pe
JABOATÃO DOS GUARARAPES,ELIAS GOMES DA SILVA,13,Não eleito,pe
JAQUEIRA,MANOEL MESSIAS DA SILVA,40,Não eleito,pe
JAQUEIRA,RIDETE CELLIBE PELLEGRINO DE MACEDO OLIVEIRA,55,Eleito,pe
JATAÚBA,ANTONIO CORDEIRO DO NASCIMENTO,20,Não eleito,pe
JATAÚBA,CÁTIA JUNSARA RODRIGUES AQUILINO,11,Eleito,pe
JATAÚBA,FÁBIO LUIS NUNES CHAVES,13,Não eleito,pe
JATOBÁ,EDGAR ANTONIO DE SOUZA,50,Não eleito,pe
JATOBÁ,DIONALDO DE SOUZA BARBOSA,13,Não eleito,pe
JATOBÁ,ROGÉRIO FERREIRA GOMES DA SILVA,10,Eleito,pe
JOAQUIM NABUCO,MARCIA ROBERTA BARRETO,45,Não eleito,pe
JOAQUIM NABUCO,MARIA DJANE VIEIRA DE MELO VELOSO,40,Não eleito,pe
JOÃO ALFREDO,EDIVANIA LAURA DA SILVA,20,Não eleito,pe
JOÃO ALFREDO,JOSÉ ANTONIO MARTINS DA SILVA,40,Eleito,pe
JUCATI,JOSEMAR PEIXOTO MOURA,70,Não eleito,pe
JUCATI,CLELSON LUIS APARECIDO DE MELO,10,Eleito,pe
JUPI,CELINA TENÓRIO DE BRITO MACIEL,10,Não eleito,pe
JUPI,RIVANDA MARIA FREIRE LIMA TEIXEIRA,55,Eleito,pe
JUREMA,EDVALDO MARCOS RAMOS FERREIRA,13,Eleito,pe
JUREMA,LEONARDO DE ALCANTÂRA ARANDAS SIQUEIRA,40,Não eleito,pe
LAGOA DE ITAENGA,CARLOS VICENTE DE ARRUDA SILVA,40,Não eleito,pe
LAGOA DE ITAENGA,ANTONIO PEREIRA LINS JÚNIOR,15,Não eleito,pe
LAGOA DE ITAENGA,DIMAS CAETANO DE SOUSA,10,Eleito,pe
LAGOA DO CARRO,JOSAFÁ MANUEL DA SILVA,45,Não eleito,pe
LAGOA DO CARRO,JOSE LUIZ ALVES DE AMORIM,20,Eleito,pe
LAGOA DO OURO,EDSON LOPES CAVALCANTE,11,Eleito,pe
LAGOA DO OURO,ESPEDITO PAULINO DA SILVA JUNIOR,55,Não eleito,pe
LAGOA DOS GATOS,LUCIMAR MARIA DA SILVA,77,Não eleito,pe
LAGOA DOS GATOS,STÊNIO FERNANDES DE ALBUQUERQUE,11,Eleito,pe
LAGOA GRANDE,GABRIEL MARTINHO DE SOUZA,13,Não eleito,pe
LAGOA GRANDE,FRANCISCO EVANILSON MARTINS FILHO,12,Não eleito,pe
LAGOA GRANDE,ANA CATHARINA GARZIERA MORENO,40,Eleito,pe
LAJEDO,ERIVALDO RODRIGUES AMORIM,10,Eleito,pe
LAJEDO,ANTONIO JOÃO DOURADO,40,Não eleito,pe
LAJEDO,NILTON VICENTE DA SILVA,25,Não eleito,pe
LIMOEIRO,DANIEL PAULO DE MOURA,15,Não eleito,pe
LIMOEIRO,ISAAC MANACÉS DE ALBUQUERQUE,50,Não eleito,pe
LIMOEIRO,ORLANDO JORGE PEREIRA DE ANDRADE LIMA,20,Eleito,pe
MACAPARANA,PAULO BARBOSA DA SILVA,11,Eleito,pe
MACAPARANA,ADAIAS LUCENA DOS SANTOS,13,Não eleito,pe
MACAPARANA,PEDRO DE MORAIS VIEIRA,20,Não eleito,pe
MACAPARANA,VLADIMIR DE FIGUEIREDO RAMOS,25,Não eleito,pe
MACAPARANA,JOSE IVALDO BRANDÃO DE MORAIS,22,Não eleito,pe
MACHADOS,JUAREZ RODRIGUES FERNANDES,40,Eleito,pe
MACHADOS,ARGEMIRO CAVALCANTI PIMENTEL,10,Não eleito,pe
MACHADOS,MARCIO GUSTAVO PLÁCIDO DE ANDRADE SILVA,43,Não eleito,pe
MANARI,JOSÉ AUGUSTO DE OLIVEIRA,10,Não eleito,pe
MANARI,AUDALIO MARTINS DA SILVA JUNIOR,11,Eleito,pe
MANARI,JURANDIR DE ARAÚJO OLIVEIRA,15,Não eleito,pe
MARAIAL,DIOGO JOSE ANDRADE ROMÃO,13,Não eleito,pe
MARAIAL,MARLOS HENRIQUE CAVALCANTI,45,Eleito,pe
MIRANDIBA,CLAUDYNADSON GOMES DA CRUZ,10,Não eleito,pe
MIRANDIBA,EVALDO BEZERRA DE CARVALHO,40,Eleito,pe
MOREILÂNDIA,CIDENI ALVES LOPES DE SOUSA,77,Não eleito,pe
MOREILÂNDIA,JONATH RODRIGUES DE QUEIROZ,70,Não eleito,pe
MOREILÂNDIA,VICENTE TEIXEIRA SAMPAIO NETO,45,Eleito,pe
MORENO,ANA LÚCIA DE ARAÚJO,40,Não eleito,pe
MORENO,HEITOR LUCAS ARAUJO DA COSTA,22,Não eleito,pe
MORENO,EDMILSON CUPERTINO DE ALMEIDA,11,Eleito,pe
NAZARÉ DA MATA,JOSE PEREIRA DA SILVA FILHO,40,Não eleito,pe
NAZARÉ DA MATA,ADRIANA ANDRADE LIMA VASCONCELOS COUTINHO,45,Eleito,pe
NAZARÉ DA MATA,HENRIQUE SEVERIANO DE BRITTO AZEDO,44,Não eleito,pe
OLINDA,IZABEL URQUIZA GODOI ALMEIDA,22,Não eleito,pe
OLINDA,VINICIUS NASCIMENTO DOS SANTOS,13,2º turno,pe
OLINDA,MÁRCIO ANTONY DOMINGOS BOTELHO,11,Não eleito,pe
OLINDA,CLÉCIO BASÍLIO DA SILVA,29,Não eleito,pe
OLINDA,ANTÔNIO RICARDO ACCIOLY CAMPOS,28,Não eleito,pe
OLINDA,MIRELLA FERNANDA BEZERRA DE ALMEIDA,55,2º turno,pe
OROBÓ,JOSÉ THOMAS BARBOSA DA SILVA BRITO,20,Não eleito,pe
OROBÓ,SEVERINO LUIZ PEREIRA DE ABREU,45,Eleito,pe
OROCÓ,MARIA NEURE AMANDO DE SÁ CAVALCANTE,12,Não eleito,pe
OROCÓ,ISMAEL FERNANDES BIONE LIRA,55,Eleito,pe
OURICURI,JOSEMI PEREIRA PAZ,12,Não eleito,pe
OURICURI,FRANCISCO VICTOR RAMOS COELHO,10,Eleito,pe
OURICURI,JOSÉ MIGUEL NETO,21,Não eleito,pe
OURICURI,RAIMUNDO COELHO LIMA NETO,15,Não eleito,pe
PALMARES,EUDO DE MAGALHAES DE LYRA JUNIOR,40,Não eleito,pe
PALMARES,ANTÔNIO DE CASTRO LIRA,50,Não eleito,pe
PALMARES,JOSÉ BARTOLOMEU DE ALMEIDA MELO JUNIOR,11,Eleito,pe
PALMEIRINA,SEVERINO EUDSON CATÃO FERREIRA,40,Não eleito,pe
PALMEIRINA,JOSEMIR MUNIZ BARRETO,45,Não eleito,pe
PALMEIRINA,THATIANNE PINTO MACEDO LIMA,11,Eleito,pe
PANELAS,RUBEN DE LIMA BARBOSA,40,Eleito,pe
PANELAS,JOSÉ JADIEL DE ANDRADE,20,Não eleito,pe
PARANATAMA,HENRIQUE DE OLIVEIRA GOIS,15,Eleito,pe
PARANATAMA,LUCIANO PEREIRA DE BRITO,55,Não eleito,pe
PARNAMIRIM,LUCELIO MUCIO MOURA ANGELIM,11,Eleito,pe
PARNAMIRIM,FERDINANDO LIMA DE CARVALHO,15,Não eleito,pe
