municipio,nome,numero,situacao,estado
JUNDIAÍ,HIGOR CODARIN NASCIMENTO,50,Não eleito,sp
JUNDIAÍ,JOSE ANTONIO PARIMOSCHI,22,2º turno,sp
JUNQUEIRÓPOLIS,OSMAR PINATTO,55,Não eleito,sp
JUNQUEIRÓPOLIS,ELIO FURINI NETO,10,Eleito,sp
JUQUITIBA,THIAGO BUSCARIOLI COLARES,13,Não eleito,sp
JUQUITIBA,EVELIN AGNES ABES,22,Não eleito,sp
JUQUITIBA,WILLIANS SOARES RODRIGUES,15,Eleito,sp
JUQUIÁ,CICERO CIRILO DOS SANTOS,44,Eleito,sp
JUQUIÁ,JÚPTER DARWIN FURQUIM,55,Não eleito,sp
JUQUIÁ,SAMUEL TEOFILO DE VASCONCELOS FILHO,77,Não eleito,sp
JUQUIÁ,GILBERTO TADASHI MATSUSUE,40,Não eleito,sp
JÚLIO MESQUITA,ELTON FRANCISCO DE BRITO,11,Eleito,sp
JÚLIO MESQUITA,CELIA MARIKO UMEKI,55,Não eleito,sp
LAGOINHA,ROGELIO AUGUSTO DE CAMPOS,45,Não eleito,sp
LAGOINHA,JOSÉ GUILHERME CORRÊA GOMES,22,Eleito,sp
LAGOINHA,RELSON APARECIDO COELHO DOS SANTOS,15,Não eleito,sp
LAGOINHA,CLAUDIO HENRIQUE DA SILVA,55,Não eleito,sp
LARANJAL PAULISTA,DJALMA VALDEMIR BORDIGNON,55,Não eleito,sp
LARANJAL PAULISTA,ANTONIO VALDECIR BERTO FILHO,10,Eleito,sp
LARANJAL PAULISTA,IVETE APARECIDA MIGLIANI,22,Não eleito,sp
LAVRINHAS,RIVAIR SOARES LEITE,12,Não eleito,sp
LAVRINHAS,MARCOS VINICIUS FRANQUEIRA GARCIA,55,Eleito,sp
LAVÍNIA,MILTON MARQUES ANTUNES SILVA,44,Não eleito,sp
LAVÍNIA,SALVADOR CAZUO MATSUNAKA,55,Eleito,sp
LEME,CARLOS ALEXANDRE DE OLIVEIRA E SILVA,44,Não eleito,sp
LEME,CLAUDEMIR APARECIDO BORGES,55,Eleito,sp
LENÇÓIS PAULISTA,ANDRE PACCOLA SASSO,11,Eleito,sp
LENÇÓIS PAULISTA,NORBERTO POMPERMAYER,22,Não eleito,sp
LIMEIRA,ALBERT HENRIQUE NEVES,15,2º turno,sp
LIMEIRA,LUIZ HENRIQUE MITSUNAGA,13,Não eleito,sp
LIMEIRA,MURILO BERBERT AVIGO FELIX,20,2º turno,sp
LIMEIRA,ERIKA CHRISTINA TANK MOYA,22,Não eleito,sp
LINDÓIA,LUCIANO FRANCISCO DE GODOI LOPES,15,Eleito,sp
LINDÓIA,JULIANO WICHMANN MOREIRA,10,Não eleito,sp
LINS,JOÃO LUIS LOPES PANDOLFI,55,Eleito,sp
LINS,ANTÔNIO FIDÉLIS DOS SANTOS,43,Não eleito,sp
LORENA,FABIO MARCONDES,10,Não eleito,sp
LORENA,SYLVIO BALLERINI,55,Eleito,sp
LORENA,ANA PAULA DE ALMEIDA MARIOTTO,40,Não eleito,sp
LOURDES,LUCIMAR FERNANDO DE CASTRO,10,Não eleito,sp
LOURDES,ODECIO RODRIGUES DA SILVA,55,Eleito,sp
LOUVEIRA,PAULO ALBERTO FINAMORE,15,Eleito,sp
LOUVEIRA,PRISCILLA CINTHIA FINAMORE DEGASPARI,44,Não eleito,sp
LOUVEIRA,ALAN APARECIDO CHIQUETTO DE OLIVEIRA,77,Não eleito,sp
LOUVEIRA,ESTANISLAU STECK,55,Não eleito,sp
LUCIANÓPOLIS,CLAUDINEI ALVES DA SILVA,55,Não eleito,sp
LUCIANÓPOLIS,ADEMIR MANTOVANELLI,13,Eleito,sp
LUCÉLIA,MARCOS VICENTE LIMA,10,Não eleito,sp
LUCÉLIA,TATIANA GUILHERMINO TAZINÁZZIO,55,Eleito,sp
LUCÉLIA,SIDNEY CAMARGO CAMPAGNONE FRANCOZO,15,Não eleito,sp
LUCÉLIA,FAGNER VINICIUS BUSSI DA SILVA,11,Não eleito,sp
LUIZIÂNIA,DANIELLI CRISTINA CURSI MARQUES,15,Não eleito,sp
LUIZIÂNIA,NIVALDO FRANCISCO FERRES CONDE,13,Não eleito,sp
LUIZIÂNIA,RAPHAEL SARAIVA BARRETO,44,Eleito,sp
LUPÉRCIO,FABIO HENRIQUE MESQUITA,25,Não eleito,sp
LUPÉRCIO,CLEBER MENEGUCCI,11,Eleito,sp
LUTÉCIA,LAUDEMIR LEATI,55,Eleito,sp
LUÍS ANTÔNIO,RODRIGO MELLO MARQUES,11,Eleito,sp
LUÍS ANTÔNIO,MARIA EMÍLIA FERNANDES BOLZAN ROSATTI,55,Não eleito,sp
LUÍS ANTÔNIO,JOSE PEDRO VALOTA,70,Não eleito,sp
MACATUBA,MARCOS DONIZETI OLIVATTO,22,Não eleito,sp
MACATUBA,RUTH PINHEIRO MACHADO SOARES,40,Não eleito,sp
MACATUBA,TARCISIO MATEUS ABEL,11,Não eleito,sp
MACATUBA,JOSE BENTO DE JESUS,25,Não eleito,sp
MACATUBA,ANDERSON FERREIRA,55,Eleito,sp
MACAUBAL,ADRIANO ALVES,22,Não eleito,sp
MACAUBAL,ACACIO TARDOQUE FERREIRA,55,Eleito,sp
MACEDÔNIA,LUCILENE CABREIRA GARCIA MARSOLA,11,Não eleito,sp
MACEDÔNIA,REGINALDO ELOY MARCOMINI DOS REIS,55,Eleito,sp
MAGDA,RODOLFO FERREIRA KAMÁ,44,Eleito,sp
MAIRINQUE,CARLOS EDUARDO THOMAZ PEDROSO,22,Eleito,sp
MAIRINQUE,JOSE LUIZ MONTEIRO,50,Não eleito,sp
MAIRINQUE,KELLY LESIA TARABORELLI VENERI,40,Não eleito,sp
MAIRINQUE,ANTONIO ALEXANDRE GEMENTE,10,Não eleito,sp
MAIRIPORÃ,WALID ALI HAMID,55,Eleito,sp
MAIRIPORÃ,MARCIO CAVALCANTI PAMPURI,43,Não eleito,sp
MAIRIPORÃ,FLAVIO LUIS SOARES DE BARROS,18,Não eleito,sp
MAIRIPORÃ,MANOEL RICARDO RUIZ,22,Não eleito,sp
MANDURI,PAULO ROBERTO MARTINS,20,Eleito,sp
MANDURI,MARY DE SOUSA LOPES,44,Não eleito,sp
MARABÁ PAULISTA,LUZINETE RODRIGUES RIBEIRO,10,Não eleito,sp
MARABÁ PAULISTA,APARECIDO NASCIMENTO SOBRAL,15,Eleito,sp
MARACAÍ,LUIZ FERNANDO DE OLIVEIRA,11,Não eleito,sp
MARACAÍ,PAULO EDUARDO DA SILVA,15,Eleito,sp
MARAPOAMA,LOURENÇO LORENCETI,22,Eleito,sp
MARAPOAMA,NATALIA MARINA SCOBOSA BORTOLOZZO,20,Não eleito,sp
MARAPOAMA,ELAINE APARECIDA AISSA ROTTA,10,Não eleito,sp
MARINÓPOLIS,EVALDO RIBEIRO,55,Eleito,sp
MARINÓPOLIS,ELLEN MACHADO AFONSO MARQUESINI,10,Não eleito,sp
MARIÁPOLIS,MARIA APARECIDA FIRMINO NERES,20,Não eleito,sp
MARIÁPOLIS,JOSE ANTONIO DE SOUSA,25,Não eleito,sp
MARIÁPOLIS,RICARDO MITSURO WATANABE,55,Eleito,sp
MARIÁPOLIS,ESTACIA CHIZINI PERES MARTINS,12,Não eleito,sp
MARTINÓPOLIS,MARCOS XAVIER DE ALMEIDA PASSOS JÚNIOR,45,Não eleito,sp
MARTINÓPOLIS,CARLOS LOPES BATISTA,55,Não eleito,sp
MARTINÓPOLIS,VALDECI SOARES DOS SANTOS FILHO,10,Eleito,sp
MARTINÓPOLIS,ANA LAURA DE OLIVEIRA PATRICIO DO NASCIMENTO,25,Não eleito,sp
MARTINÓPOLIS,HUMBERTO EMMANUEL SCHMIDT OLIVEIRA,44,Não eleito,sp
MARÍLIA,VINICIUS ALMEIDA CAMARINHA,45,Eleito,sp
MARÍLIA,LILIAN CRISTINA MIRANDA,29,Não eleito,sp
MARÍLIA,NAYARA DE FÁTIMA MAZINI FERRARI,50,Não eleito,sp
MARÍLIA,JEAN PATRICK GARCIA BALECHE,30,Não eleito,sp
MARÍLIA,RICARDO SEVILHA MUSTAFA,22,Não eleito,sp
MARÍLIA,JOÃO HENRIQUE PINHEIRO,28,Não eleito,sp
MATÃO,ALEXANDRE HENRIQUE DE CINQUE,55,Não eleito,sp
MATÃO,SONIA MARIA FERRAZ DE MOURA,22,Não eleito,sp
MATÃO,APARECIDO FERRARI,13,Eleito,sp
MAUÁ,ANDERSON ALVES SIMÕES,22,Não eleito,sp
MAUÁ,ATILA CESAR MONTEIRO JACOMUSSI,44,2º turno,sp
MAUÁ,FRANCISCO MARCELO DE OLIVEIRA,13,2º turno,sp
MAUÁ,JOSE ROBERTO LOURENCINI,45,Não eleito,sp
MAUÁ,AMANDA OLIVEIRA BISPO,80,Não eleito,sp
MENDONÇA,JULIANO SOUZA DE OLIVEIRA,55,Eleito,sp
MENDONÇA,ADILSON GONÇALVES DA SILVA,20,Não eleito,sp
MERIDIANO,AGNALDO RODRIGUES DA SILVA,44,Não eleito,sp
MERIDIANO,FÁBIO PASCHOALINOTO,55,Eleito,sp
MESÓPOLIS,ALEX ROCHA PIMENTEL,10,Eleito,sp
MESÓPOLIS,JOSÉ CARLOS DA SILVA,55,Não eleito,sp
MIGUELÓPOLIS,SÉRGIO URBANO DE ALMEIDA BARBOSA,10,Não eleito,sp
MIGUELÓPOLIS,LEANDRO QUEIROZ FERREIRA,15,Não eleito,sp
MIGUELÓPOLIS,JULIO FERREIRA DO CARMO,40,Eleito,sp
MIGUELÓPOLIS,JUED MOYSES NETO,55,Não eleito,sp
MINEIROS DO TIETÊ,LUIZ GUSTAVO FERRAREZ,22,Eleito,sp
MINEIROS DO TIETÊ,PEDRO FERNANDO DE LIMA,15,Não eleito,sp
MIRA ESTRELA,GLEICE APARECIDA CASTREQUINI,55,Eleito,sp
MIRA ESTRELA,PRISCILLA FERNANDA COBACHO DO PRADO,22,Não eleito,sp
MIRACATU,CAIO CAVALHEIRO LIMA,13,Não eleito,sp
MIRACATU,VINÍCIUS BRANDÃO DE QUEIROZ,22,Eleito,sp
MIRACATU,EZIGOMAR PESSOA JUNIOR,40,Não eleito,sp
MIRACATU,BEN HUR GUSTAVO DUTRA SILVA,50,Não eleito,sp
MIRANDÓPOLIS,LUCAS RAFAEL GONZALEZ,10,Não eleito,sp
MIRANDÓPOLIS,JORGE DE FARIA MALULY,11,Não eleito,sp
MIRANDÓPOLIS,EDERSON PANTALEAO DE SOUZA,44,Eleito,sp
MIRANDÓPOLIS,WELLINGTON DE BRITO DE OLIVEIRA,55,Não eleito,sp
MIRANTE DO PARANAPANEMA,EDUARDO QUESADA PIAZZALUNGA,40,Não eleito,sp
MIRANTE DO PARANAPANEMA,MARIA LUCIA DE ALBUQUERQUE DE GOES,44,Não eleito,sp
MIRANTE DO PARANAPANEMA,MAURO FRANCISCO DE TOLEDO,33,Não eleito,sp
MIRANTE DO PARANAPANEMA,MIGUEL DOMICIO DE CARVALHO,13,Não eleito,sp
MIRASSOL,ADRIANO NASCIMENTO DOS SANTOS,50,Não eleito,sp
MIRASSOL,LUIZ CARLOS DONEGA NETO,10,Não eleito,sp
MIRASSOL,JOSE RICCI JUNIOR,12,Não eleito,sp
MIRASSOL,ODELCIO FERNANDES DE SOUZA,70,Não eleito,sp
MIRASSOL,FABIO HENRIQUE KUNII,22,Não eleito,sp
MIRASSOL,ELIEZER ANTONIO MILANI DOS SANTOS,28,Não eleito,sp
MIRASSOL,EDSON ANTONIO ERMENEGILDO,55,Eleito,sp
MIRASSOL,JOÃO CARLOS NAVARRETE FILHO,44,Não eleito,sp
MIRASSOLÂNDIA,JAIRO LEANDRO DURIGAN,40,Não eleito,sp
MIRASSOLÂNDIA,CÉLIA APARECIDA FIAMENGHI DOS SANTOS MATOS,55,Eleito,sp
MOCOCA,LUIS FERNANDO DOS SANTOS,33,Não eleito,sp
MOCOCA,ELIAS DE SISTO,45,Não eleito,sp
MOCOCA,RENATA APARECIDA SIQUEIRA,30,Não eleito,sp
MOCOCA,PAULO ELIAS VICENTE,15,Não eleito,sp
MOCOCA,EDUARDO RIBEIRO BARISON,55,Eleito,sp
MOGI DAS CRUZES,JOSE ROBERTO RODRIGUES JUNIOR,28,Não eleito,sp
MOGI DAS CRUZES,JORGE RODRIGO VALVERDE SANTANA,13,Não eleito,sp
MOGI DAS CRUZES,SHEILA MANTOVANNI,33,Não eleito,sp
MOGI DAS CRUZES,CAIO CÉSAR MACHADO DA CUNHA,20,Não eleito,sp
MOGI DAS CRUZES,MARIA LUISA PICCOLOMINI BERTAIOLLI,22,Eleito,sp
MOGI GUAÇU,JOSE LUIZ NORA NETO,22,Não eleito,sp
MOGI GUAÇU,WALTER CAVEANHA,40,Não eleito,sp
MOGI GUAÇU,VALDOMIRO SUTERIO,77,Não eleito,sp
MOGI GUAÇU,RODRIGO FALSETTI,55,Eleito,sp
MOGI MIRIM,JOELMA FRANCO DA CUNHA,30,Não eleito,sp
MOGI MIRIM,SÔNIA REGINA RODRIGUES MÓDENA,11,Não eleito,sp
MOGI MIRIM,LUCIA MARIA FERREIRA TENÓRIO,15,Não eleito,sp
MOGI MIRIM,ALEXANDRE PASSOS BUENO,10,Não eleito,sp
MOGI MIRIM,PAULO DE OLIVEIRA E SILVA,12,Eleito,sp
MOMBUCA,JOÃO RICARDO POLETTI,40,Não eleito,sp
MOMBUCA,EVERTON TIAGO MORA PEDROSO,22,Eleito,sp
MOMBUCA,MAURO DA COSTA,55,Não eleito,sp
MONGAGUÁ,RAFAEL LUIZ REDO GARCIA,10,Não eleito,sp
MONGAGUÁ,PAULO WIAZOWSKI FILHO,11,Não eleito,sp
MONGAGUÁ,RODRIGO CARDOSO BIAGIONI,44,Não eleito,sp
MONTE ALEGRE DO SUL,JOSE ENEAS CONTI,22,Não eleito,sp
MONTE ALEGRE DO SUL,JOSE RAFAEL VEZZAN,10,Eleito,sp
MONTE ALTO,MARIA HELENA AGUIAR RETTONDINI,55,Eleito,sp
MONTE ALTO,JÚLIO RAPOSO DO AMARAL NETO,15,Não eleito,sp
MONTE APRAZÍVEL,JOÃO ROBERTO CAMARGO,11,Eleito,sp
MONTE APRAZÍVEL,MAURO VÂNER PASCOALÃO,40,Não eleito,sp
MONTE APRAZÍVEL,PEDRO EDUARDO POLOTO,55,Não eleito,sp
MONTE AZUL PAULISTA,FABIO JERONIMO MARQUES,15,Não eleito,sp
MONTE AZUL PAULISTA,MARDQUEU SILVIO FRANÇA,22,Eleito,sp
MONTE CASTELO,EDSON CARLOS OLIVEIRA DA SILVA,55,Eleito,sp
MONTE CASTELO,JOSE SADAO KOSHIYAMA JUNIOR,45,Não eleito,sp
MONTE MOR,THIAGO GIATTI ASSIS,40,Não eleito,sp
MONTE MOR,EDIVALDO ANTONIO BRISCHI,55,Não eleito,sp
MONTE MOR,MURILO ANTÔNIO DE SOUSA RINALDO,11,Eleito,sp
MONTEIRO LOBATO,EDMAR JOSÉ DE ARAUJO,55,Eleito,sp
MONTEIRO LOBATO,ROBERTO OLIVEIRA DA SILVA,40,Não eleito,sp
MONÇÕES,DOUGLAS ANTÔNIO HONORATO,55,Eleito,sp
MONÇÕES,ERITO CESAR CAMIN,40,Não eleito,sp
MORRO AGUDO,SEBASTIÃO  ALVES CANGERANA,10,Não eleito,sp
MORRO AGUDO,LEANDRO CÉSAR SILVA VALADARES,23,Eleito,sp
MORRO AGUDO,JOSE CARLOS DE OLIVEIRA,13,Não eleito,sp
MORRO AGUDO,ILSON PONTES GRACIOLI,22,Não eleito,sp
MORRO AGUDO,POLIANA PENACHIOTTI BARBETI,77,Não eleito,sp
MORRO AGUDO,PAMELA MARIANE VICENTE GUARNIERI MENDES,40,Não eleito,sp
MORUNGABA,JOSÉ ROBERTO ZEM,20,Não eleito,sp
MORUNGABA,LUIS FERNANDO MIGUEL,44,Eleito,sp
MORUNGABA,REINALDO BENEDITO BARBOSA,10,Não eleito,sp
MOTUCA,FABIO DE MENEZES CHAVES,55,Eleito,sp
MOTUCA,MARIA DO CARMO MENDES OLIVEIRA,15,Não eleito,sp
MURUTINGA DO SUL,GILSON PIMENTEL,55,Não eleito,sp
MURUTINGA DO SUL,CRISTIANO ELEUTÉRIO SOARES DA SILVA,20,Eleito,sp
NANTES,MARCOS DONIZETE FERREIRA DONINHO,10,Não eleito,sp
NANTES,MARLLON JAFFER ALBANO DE OLIVEIRA,55,Eleito,sp
NARANDIBA,DANILLO CARVALHO DOS SANTOS,10,Eleito,sp
NARANDIBA,LUIZ CARLOS PORTO MARTINS,40,Não eleito,sp
NATIVIDADE DA SERRA,LIBERO LANZILOTI DE FARIA,20,Não eleito,sp
NATIVIDADE DA SERRA,MARIA LOURDES DE OLIVEIRA CARVALHO,11,Não eleito,sp
NATIVIDADE DA SERRA,EVAIL AUGUSTO DOS SANTOS,22,Eleito,sp
NATIVIDADE DA SERRA,ELIAS TEIXEIRA,36,Não eleito,sp
NAZARÉ PAULISTA,AVANILDE APARECIDA GONZAGA CANEDO,44,Eleito,sp
NAZARÉ PAULISTA,LUIZ CARLOS BITENCORTE,55,Não eleito,sp
NEVES PAULISTA,EDSON PEROZIM,10,Não eleito,sp
NEVES PAULISTA,REGINALDO PAULINO DA SILVA,22,Não eleito,sp
NEVES PAULISTA,LUPERCIO APARECIDO BORRACINI,55,Não eleito,sp
NEVES PAULISTA,EVERSON MARTINS,30,Não eleito,sp
NHANDEARA,INDALÉCIO ROBERTO TARRAN AYUB ZOCAL,77,Não eleito,sp
NHANDEARA,ANTONIO MARQUES DO NASCIMENTO JUNIOR,45,Eleito,sp
NHANDEARA,FABRICIO MENEZES MARCOLINO,20,Não eleito,sp
NHANDEARA,ISMAEL SOARES DA SILVA,22,Não eleito,sp
NIPOÃ,FABIO APARECIDO BRANDELI,44,Não eleito,sp
NIPOÃ,APARECIDO JOAO PEREIRA,43,Não eleito,sp
NIPOÃ,JOSE PEDRO RAMPIM,55,Eleito,sp
NOVA ALIANÇA,JAIME ANTONIO CABRERA HELU,20,Não eleito,sp
NOVA ALIANÇA,JURANDIR BARBOSA DE MORAIS,55,Eleito,sp
NOVA ALIANÇA,ALEXANDRE DANILO SCARPELLI,10,Não eleito,sp
NOVA CAMPINA,JOEL DOMINGUES DE ANDRADE NETO,22,Não eleito,sp
NOVA CAMPINA,ANTONIO ISAEL DE OLIVEIRA JUNIOR,55,Eleito,sp
NOVA CAMPINA,WAGNER CAMARGO DOS SANTOS,10,Não eleito,sp
NOVA CANAÃ PAULISTA,CARLOS APARECIDO MARTINES ALVES,15,Não eleito,sp
NOVA CANAÃ PAULISTA,THAIS CRISTINA COSTA MOREIRA,55,Eleito,sp
NOVA CASTILHO,MAICON GARCIA PIROLA,44,Eleito,sp
NOVA CASTILHO,LUCIO MAURO GARCIA,15,Não eleito,sp
NOVA EUROPA,LIDIANE LUIZE RODRIGUES,15,Eleito,sp
NOVA EUROPA,ANTONIO CARLOS MISTILIDES SILVA,10,Não eleito,sp
NOVA EUROPA,SEBASTIÃO SANTO CACHETA,22,Não eleito,sp
NOVA GRANADA,RICARDO BILIA DE LIMA FRUCTUOSO,22,Não eleito,sp
NOVA GRANADA,LUIZ AUGUSTO SALVADOR,55,Eleito,sp
NOVA GRANADA,ALESSANDRO ALVES CAFFAGNI,10,Não eleito,sp
NOVA GRANADA,ROGERIO CASTEJON,13,Não eleito,sp
NOVA GUATAPORANGA,MARCIO BERTIPAGLIA,10,Não eleito,sp
NOVA GUATAPORANGA,JOSE MAURO LOURENCETTI,55,Eleito,sp
NOVA INDEPENDÊNCIA,FERNANDO MACCHI SANTANA,11,Eleito,sp
NOVA INDEPENDÊNCIA,ANTONIO LIMA FERNANDES,15,Não eleito,sp
NOVA LUZITÂNIA,MIGUEL JOSÉ ARAÚJO JUNIOR,55,Eleito,sp
NOVA LUZITÂNIA,EDCARLOS PEREIRA CAMPOS,11,Não eleito,sp
NOVA ODESSA,CLÁUDIO JOSÉ SCHOODER,55,Eleito,sp
NOVA ODESSA,BENJAMIM BILL VIEIRA DE SOUZA,22,Não eleito,sp
NOVA ODESSA,JUÇARA APARECIDA ROSOLEN DOS SANTOS,30,Não eleito,sp
NOVAIS,FÁBIO DONIZETE DA SILVA,10,Não eleito,sp
NOVAIS,PAULO CESAR DIAS PINHEIRO,55,Eleito,sp
NOVO HORIZONTE,FABIANO DE MELLO BELENTANI,22,Eleito,sp
NOVO HORIZONTE,TOSHIO TOYOTA,10,Não eleito,sp
NOVO HORIZONTE,THUANI TELESFORO MARIANO,13,Não eleito,sp
NUPORANGA,DANIEL VIANA MELO,45,Eleito,sp
OCAUÇU,LUIS FELIPE DE LIMA COSTA E SILVA,22,Não eleito,sp
OCAUÇU,JOÃO BENEDITO COSTA E SILVA,55,Eleito,sp
OLÍMPIA,MÁRCIO JOSÉ RAMOS,13,Não eleito,sp
OLÍMPIA,TARCISIO CANDIDO DE AGUIAR,22,Não eleito,sp
OLÍMPIA,EUGENIO JOSE ZULIANI,44,Eleito,sp
OLÍMPIA,LUIZ ALBERTO ZACCARELLI,55,Não eleito,sp
ONDA VERDE,RAFAELLO SILVA MARINHO CRUZ,15,Não eleito,sp
ONDA VERDE,WILSON JOSE CALDAS,55,Não eleito,sp
ONDA VERDE,NILSON NEVES DE SOUZA,11,Eleito,sp
ORIENTE,GERALDO MATHEUS MORIS,11,Eleito,sp
ORINDIÚVA,MIRELI CRISTINA LEITE RUVIÉRI MARTINS,55,Eleito,sp
ORLÂNDIA,WEBER LUIS PARREIRA,13,Não eleito,sp
ORLÂNDIA,LUIS GUSTAVO CHAVES ZORDAN,15,Não eleito,sp
ORLÂNDIA,FLÁVIA MENDES,44,Não eleito,sp
ORLÂNDIA,JORGE GABRIEL GRASI,55,Eleito,sp
OSASCO,GERSON DIAS PESSOA,20,Eleito,sp
OSASCO,EMIDIO PEREIRA DE SOUZA,13,Não eleito,sp
OSASCO,ELISSANDRO MARCIO SILVA LINDOSO,30,Não eleito,sp
OSASCO,GLÓRIA GUILHERMINA BRAGA BRITO,29,Não eleito,sp
OSCAR BRESSANE,ANSELMO GIROTO,22,Eleito,sp
OSCAR BRESSANE,MARCOS ANTONIO ELIAS,45,Não eleito,sp
OSVALDO CRUZ,EDMAR CARLOS MAZUCATO,22,Não eleito,sp
OSVALDO CRUZ,RENATA LUCIANA CONEGLIAN,70,Não eleito,sp
OSVALDO CRUZ,VERA LUCIA ALVES,11,Eleito,sp
OURINHOS,GUILHERME ANDREW GONÇALVES DA SILVA,20,Eleito,sp
OURINHOS,CAIO CESAR DE ALMEIDA LIMA,55,Não eleito,sp
OURINHOS,MÁRIO FERREIRA,18,Não eleito,sp
OURINHOS,ANTONIO AMARAL JUNIOR,13,Não eleito,sp
OURO VERDE,JULIO CESAR DE MORI VECCHIATI,44,Eleito,sp
OURO VERDE,CLAUDINEI DOS SANTOS,55,Não eleito,sp
OURO VERDE,MANOEL JOSE VIEIRA FILHO,20,Não eleito,sp
OUROESTE,SEBASTIÃO CARLOS SILVA,10,Eleito,sp
OUROESTE,ALEX GARCIA SAKATA,55,Não eleito,sp
PACAEMBU,CLAUDIO MANOEL LEDO LOPES,11,Não eleito,sp
PACAEMBU,ADÃO APARECIDO VISCARDI,55,Não eleito,sp
PACAEMBU,JOAO FRANCISCO MUGNAI NEVES,22,Eleito,sp
PALESTINA,REINALDO APARECIDO DA CUNHA,55,Eleito,sp
PALESTINA,ANTONIO ALVES GARCIA,22,Não eleito,sp
PALMARES PAULISTA,LUCAS APARECIDO DA ASSUMÇÃO,55,Eleito,sp
PALMARES PAULISTA,VALDECY JOAQUIM PEREIRA,30,Não eleito,sp
PALMEIRA D&apos;OESTE,MAURO PIRES,10,Não eleito,sp
PALMEIRA D&apos;OESTE,VALDIR SEMENSATI DE MORAES,22,Eleito,sp
PALMITAL,CARLOS EDUARDO DA SILVA,22,Não eleito,sp
PALMITAL,LUIS GUSTAVO MENDES MORAES,55,Eleito,sp
PANORAMA,EDSON DE ASSIS MALDONADO,11,Não eleito,sp
PANORAMA,LUIS CARLOS HENRIQUE DA CUNHA,55,Não eleito,sp
PANORAMA,LAERCIO ANDRIETI,13,Não eleito,sp
PANORAMA,TALITHA FERNANDES SILVA SANTOS,15,Não eleito,sp
PANORAMA,GIULIO CESAR LIMA PIRES,22,Não eleito,sp
PARAGUAÇU PAULISTA,RICARDO IBRAIM VALARELLI,11,Não eleito,sp
PARAGUAÇU PAULISTA,ANTONIO TAKASHI SASADA,55,Eleito,sp
PARAGUAÇU PAULISTA,ALVARO GARMS NETO,22,Não eleito,sp
PARAIBUNA,HELOISA ANTUNES DE FARIA SANTOS,22,Eleito,sp
PARAIBUNA,JOÃO BATISTA DE OLIVEIRA,11,Não eleito,sp
PARANAPANEMA,RODOLFO HESSEL FANGANIELLO,55,Eleito,sp
PARANAPANEMA,MARIA ELISA ARAUJO VAN MELIS,20,Não eleito,sp
PARANAPANEMA,EVANDRO DE CASTRO ÁVILA,27,Não eleito,sp
PARANAPUÃ,SERGIO ANTÔNIO POLARINI,55,Não eleito,sp
PARANAPUÃ,CLAUDIO PEREIRA DA SILVA,20,Não eleito,sp
PARANAPUÃ,DANIEL JUNIOR DURAN PINATTO,11,Eleito,sp
PARAPUÃ,SAMIR ALBERTO PERNOMIAN,11,Não eleito,sp
PARAPUÃ,SIDNEY APARECIDO FERNANDES TERUEL,13,Não eleito,sp
PARAPUÃ,MILTON MITIO IWAYAMA,22,Eleito,sp
PARAPUÃ,EDER CASTRO MENEZES,55,Não eleito,sp
PARAPUÃ,APARECIDO MOLINA,25,Não eleito,sp
PARAÍSO,OSVALTE JOSE BOVONI,22,Eleito,sp
PARAÍSO,WALDOMIRO ANTONIO SGOBI,55,Não eleito,sp
PARDINHO,NILTON DA ROCHA CAMARGO,22,Não eleito,sp
PARDINHO,CRISTIANO CAMARGO MOREIRA,10,Eleito,sp
PARDINHO,AIRES NELSON MERLINI,44,Não eleito,sp
PARDINHO,CLAUDIO NEVITON SANTANA,50,Não eleito,sp
PARDINHO,JOSE LUIZ VIRGINIO DOS SANTOS,55,Não eleito,sp
PARIQUERA-AÇU,WAGNER BENTO DA COSTA,22,Eleito,sp
PARIQUERA-AÇU,MARIO AUGUSTO AMARO MIRANDA,15,Não eleito,sp
PARISI,OCLAIR BARÃO BENTO,45,Eleito,sp
PARISI,IVAIR GONÇALVES DOS SANTOS,55,Não eleito,sp
PATROCÍNIO PAULISTA,VAGNER ALMEIDA ANDRADE,22,Não eleito,sp
PATROCÍNIO PAULISTA,HENRIQUE LOPES,15,Não eleito,sp
PATROCÍNIO PAULISTA,SEBASTIÃO TELES DE FARIA NETO,40,Não eleito,sp
PATROCÍNIO PAULISTA,MÁRIO MARCELO CARRARO BERTELLI,55,Eleito,sp
PATROCÍNIO PAULISTA,NÉRIA LÚCIO BUZATTO,44,Não eleito,sp
PAULICÉIA,ERMES DA SILVA,44,Não eleito,sp
PAULICÉIA,ANTONIO SIMONATO,55,Eleito,sp
PAULISTÂNIA,LUIZ CARLOS MARQUES,15,Eleito,sp
PAULISTÂNIA,PEDRO SILVESTRE DE ANDRADE,55,Não eleito,sp
PAULO DE FARIA,QUEID STUCCHI HUAIXAN,20,Não eleito,sp
PAULO DE FARIA,MARIO DE FELICIO NETO,55,Não eleito,sp
PAULO DE FARIA,ELAINE ALINE SILVA MACHADO,27,Não eleito,sp
PAULO DE FARIA,DOUGLAS DE LIMA RIBEIRO,44,Não eleito,sp
PAULO DE FARIA,DIRCEU CASSIA FILHO,22,Eleito,sp
PAULÍNIA,PRISCILLA BITTAR,40,Não eleito,sp
PAULÍNIA,DANILO HENRIQUE MACÊDO DE BARROS,22,Eleito,sp
